id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
11066,342,26,Chinese,5,05/19/2021,This is my favorite restaurant of all times!  I’ve been coming here for years and years and the food and service never disappoints me!    Lomo salteado is my favorite love you guys I hope your staff is keeping safe during this difficult time,Flor de Mayo Restaurant,2651 Broadway
11067,343,26,Chinese,2,05/20/2018,"First couple of times I've been here I enjoyed my visit, but the last few times the service has been lacking, making us repeat our orders various times. If the staff was trained properly, im sure flor de mayo can go back to being that great spot i used to go to.",Flor de Mayo Restaurant,2651 Broadway
11068,344,26,Chinese,5,05/19/2020,The place was packed which is always a good sign. Service was prompt and attentive but most importantly the food was DELICIOUS. I had lomo saltado with chicken friend rice and the portion was massive. I will crave this food when I go back home.,Flor de Mayo Restaurant,2651 Broadway
11069,345,26,Chinese,5,05/20/2019,"I have been coming here for many many years! The food is amazing! I am never disappointed. The picture shown is my favorite go to meal - Green Rice (Arroz verde) w/ Boneless Fried Chicken (Chicharron de Pollo sin hueso) w/ Black Beans (Habichuelas Negra) (best beans ever) & a side of Avocado (Aguacate) & Sweet Plantains (Platano Maduros) (not shown in picture). The staff are friendly and will help you chose a good plate. The plates are not pricey and the location is very  easy to get to by car or public transportation. Do yourself the favor & Make your way here, if you have not done so.",Flor de Mayo Restaurant,2651 Broadway
11070,346,26,Chinese,5,05/20/2018,Been going since I was like 10 and the food still taste the same,Flor de Mayo Restaurant,2651 Broadway
11071,348,26,Chinese,4,05/20/2018,First time going. Quick efficient service. Courteous staff. Tasty food.,Flor de Mayo Restaurant,2651 Broadway
11072,349,26,Chinese,5,05/19/2022,The food was delicious hot and a lot. The waiters were great and no wait time for me.,Flor de Mayo Restaurant,2651 Broadway
11073,350,26,Chinese,5,05/20/2017,"Every time I've been there the food and customer service has been absolutely exceptional.    Our waitress Susan was extremely entertaining, friendly,  great with the kids and went above and beyond to service her tables.",Flor de Mayo Restaurant,2651 Broadway
11074,351,26,Chinese,5,05/19/2021,"Great food and friendly staff, A+++  Squid ink fried rice and their roasted chicken is a must get and don't forget the lomo.",Flor de Mayo Restaurant,2651 Broadway
11075,352,26,Chinese,4,05/20/2017,Food is fantastic... Get your choice of Asian/Latin fusion or Peruvian or Chinese food!,Flor de Mayo Restaurant,2651 Broadway
11076,353,26,Chinese,5,05/20/2018,"Small restaurant, great food, large menu. Waiting for food is worth it. Enormous amount if serving, doggie bag given. Hi check it out.",Flor de Mayo Restaurant,2651 Broadway
11077,354,26,Chinese,4,05/20/2018,Delicious food. I have been here twice now.,Flor de Mayo Restaurant,2651 Broadway
11078,355,26,Chinese,5,05/19/2020,Great service and Out of this world food. Cant reccomended this place enough and if you want a strong drink give the Nutcracker a try.    I'll be thinking of this one back home.,Flor de Mayo Restaurant,2651 Broadway
11079,356,26,Chinese,1,05/19/2020,"I took my wife here for her birthday, per her request. I have to say I was not impressed with anything. The food was kind of gross. How do you mess up fried rice and chicken chunks. Never again! The food was terrible.",Flor de Mayo Restaurant,2651 Broadway
11080,357,26,Chinese,5,05/20/2018,Always love their food. It always tastes good.,Flor de Mayo Restaurant,2651 Broadway
11081,358,26,Chinese,5,05/20/2019,"This is one of the best resturants I've ever ate at. The food was exceptional. I had the lomo saltado, and my mouth is still salivating just thinking about it. On top of that, I had their nutcracker cocktail. Which was very strong, but very good. And lastly, the service was top notch. I will definitely eat here again.",Flor de Mayo Restaurant,2651 Broadway
11082,359,26,Chinese,5,05/19/2020,"The food is always fresh, hot, and, generously portioned. You can share with your tablemates (if you like them like that). Lol.  Try the Pina Colada,  but, be warned as it's quite filling. You may not be able to finish your food. The tostones with a little garlic a-maz-ing!  Not over-fried , dry, or greasy. Tell everyone to order their own.  I can't wait to go back.",Flor de Mayo Restaurant,2651 Broadway
11083,360,26,Chinese,4,05/20/2017,Good food but cozy space on busy nights.,Flor de Mayo Restaurant,2651 Broadway
11084,361,26,Chinese,5,05/19/2020,"I have been cominh to Flor de Mayo since 1982. It is our family comfort food place and serves the best coctails. Outstanding Peruvian rotisserie chicken in NYC  Once you eat there, you are hooked for life!!",Flor de Mayo Restaurant,2651 Broadway
11085,362,26,Chinese,5,03/20/2023,Took my mom and sis there it was the beat ...,Flor de Mayo Restaurant,2651 Broadway
11086,363,26,Chinese,4,05/19/2022,"On a Saturday night, we had to wait about half-hour to be seated. The food was very good. Good service.",Flor de Mayo Restaurant,2651 Broadway
11087,364,26,Chinese,5,05/20/2019,I have been coming to Floy De Mayo since 2003. The food has always been fresh and the service is alway on point. Great for family and friends even a first date 5 thumbs up.,Flor de Mayo Restaurant,2651 Broadway
11088,365,26,Chinese,5,06/23/2022,Great combination Latin American/Chinese food. You will not be disappointed. Oh and the drinks are G R E A T!!!!!,Flor de Mayo Restaurant,2651 Broadway
11089,366,26,Chinese,5,05/20/2018,Food is amazing.  Drinks are strong and the service is great.,Flor de Mayo Restaurant,2651 Broadway
11090,367,26,Chinese,3,05/19/2020,Same taste and OK quality during the years. Large portions for main and sides  except for avocado salad. Quick service makes the wait during weekend tolerable.,Flor de Mayo Restaurant,2651 Broadway
11091,368,26,Chinese,5,05/19/2020,"Flor de Mayo is my favorite restaurant in the world. Very literally. Nothing else needs to be said. Perfect food, service and conviviality. The Pollo a la brasa is the best in the city by far.",Flor de Mayo Restaurant,2651 Broadway
11092,369,26,Chinese,5,05/20/2018,Simply delicious! Fresh tasty food and service is superb!,Flor de Mayo Restaurant,2651 Broadway
11093,370,26,Chinese,5,05/19/2020,"Super popular place when we went and friendly to large parties. Had to wait about 30minutes at 8pm on a Saturday for a table of 6. Super attentive service and delicious ceviche, Peruvian chicken and lomo. Will be going back soon to try out more of their extensive menu!",Flor de Mayo Restaurant,2651 Broadway
11094,371,26,Chinese,5,06/23/2022,They never fail! Been consistent since day one! Same flavor of goodness!,Flor de Mayo Restaurant,2651 Broadway
11095,372,26,Chinese,5,05/20/2019,Yooo this spot is a gem. Great food and great drinks. Gotta go once and get the lomo,Flor de Mayo Restaurant,2651 Broadway
11096,373,26,Chinese,5,05/20/2016,"Stands out for the good attention. The place is cozy and has a lovely atmosphere. The dishes have a good portion of food. The concept is interesting, with mixtures of Peruvian and Chinese food. Prices are reasonable.",Flor de Mayo Restaurant,2651 Broadway
11097,374,26,Chinese,5,05/20/2018,This is a favorite place that's been around a long time but doesn't feel dated. Inexpensive and high food quality. The peruvian chicken is amazing.,Flor de Mayo Restaurant,2651 Broadway
11098,375,26,Chinese,4,05/20/2018,Food is great! But felt like I was being rushed to leave.,Flor de Mayo Restaurant,2651 Broadway
11099,376,26,Chinese,5,05/20/2018,"Love love LOVE, this place.  Yes you will wait to be seated, yes the service might take a little bit (because it's busy), but the food is great, the drinks are better, and the price non complaining.",Flor de Mayo Restaurant,2651 Broadway
11100,377,26,Chinese,4,05/19/2022,"For a small restaurant,  the food says it all. I've been going to this place for years,  my wife and I always get the shrimp in red sauce and the rotisserie chicken,  I recommend  …",Flor de Mayo Restaurant,2651 Broadway
11101,379,26,Chinese,5,05/20/2017,Excellent meal. I had the Duck. Good drinks.  And Servers that are  attentive and courteous without being annoying or rushed.  Good prices and cool atmosphere. Very nice.,Flor de Mayo Restaurant,2651 Broadway
11102,380,26,Chinese,5,05/19/2021,"I love their squid fried rice, chicken, red sangria. The 3 must for me every time I go. Been eating here since late 1990s' haha..",Flor de Mayo Restaurant,2651 Broadway
11103,381,26,Chinese,4,05/19/2020,Good but I personally did not love it.    I think if I had other menu items I might crow a bit more but it was good and not great.,Flor de Mayo Restaurant,2651 Broadway
11104,382,26,Chinese,4,05/22/2010,"excellent roast chicken -- worth making the trip to eat in or take out.  this is a good place to go with lots of people and share dinners because the menu is varied and inexpensive.  always crowded, great neighborhood place.",Flor de Mayo Restaurant,2651 Broadway
11105,383,26,Chinese,5,05/20/2016,"I love this place, this is where my husband took me for our first date and its been our favorite place to eat since then. Pork chops are delicious! Service is excellent. Just beware, it gets busy at nights and weekends so you may have to wait a lil bit, but its well worth it.",Flor de Mayo Restaurant,2651 Broadway
11106,384,26,Chinese,4,04/19/2023,Excellent garlic shrimp ,Flor de Mayo Restaurant,2651 Broadway
11107,385,26,Chinese,5,05/20/2019,"great place.  sometime take out, sometimes sit in.  never disapointed",Flor de Mayo Restaurant,2651 Broadway
11108,386,26,Chinese,5,05/20/2017,"Best pork chops, steak is awesome, roasted chicken is great. Squid ink fried rice is to die for, seafood soup is a must if they have. Sangria is good too, and definitely the best cerviche anywhere.",Flor de Mayo Restaurant,2651 Broadway
11109,387,26,Chinese,5,05/20/2019,Love the fusion of Chinese and Latino meals.  delicious  …,Flor de Mayo Restaurant,2651 Broadway
11110,388,26,Chinese,5,05/20/2018,Been going here for years flavors of the food are amazing. Live in the A now but break my neck to get some food on every visit. If it's your first time and your undecided get Peruvian chicken or the beef and fries delicious.,Flor de Mayo Restaurant,2651 Broadway
11111,389,26,Chinese,4,05/20/2018,Great food and very rich on taste,Flor de Mayo Restaurant,2651 Broadway
11112,390,26,Chinese,5,05/20/2017,Great Latin food. The chicken is amazing. Asian food is hit or miss. Every person I've had way it over 15 years has enjoyed it.,Flor de Mayo Restaurant,2651 Broadway
11113,391,26,Chinese,5,05/19/2020,This is one of my go to restaurants when traveling to New York now. Huge servings of some of the most delicious Peruvian food around. I'd rate it as my favorite restaurant in NYC,Flor de Mayo Restaurant,2651 Broadway
11114,392,26,Chinese,5,05/20/2019,One of the oldest restaurants in the area and still 1 of the best.,Flor de Mayo Restaurant,2651 Broadway
11115,393,26,Chinese,3,05/20/2019,"The food is good, so long as you know what to order.  The black beans and chicken dishes are good (the warm bread and butter is good too) but the drinks are watered down and sugary. Prices are too high for the food you get.  You’re better off going further uptown for better prices and better make quality Latin food.",Flor de Mayo Restaurant,2651 Broadway
11116,394,26,Chinese,5,05/20/2018,The best food I've ever had,Flor de Mayo Restaurant,2651 Broadway
11117,395,26,Chinese,3,05/20/2019,"1/2 star simply cus its still great! Food! But the classic nutcracker is now a bitter strong concoction that was once in the 90s a fruit PUNCH liquor concoction that would happily surprise you with joy!  It was odd as i walked to the bathroom how everyone Had a nutcracker that left me realizing as to why the concoction has changed so drastically...! Its already premade! Fit the continuous request. Its gotten ghetto! Its always been Spanish-Urban vibe but more its just ghetto which also explains why the nutcracker is not the classic taste it was. The food is still great! Try the yellow rice, RED ONION STEAK then sprinkle with red hot sauce, soy sauce and vinegar! Holy Molly Donut Shop! Given order request from Awesome old school white boy ! Thks!",Flor de Mayo Restaurant,2651 Broadway
11118,396,26,Chinese,5,05/20/2019,Food was delicious and the service was great,Flor de Mayo Restaurant,2651 Broadway
11119,397,26,Chinese,5,05/19/2022,THE best roast chicken. Always craving the Lomo Saltado. Love both locations.,Flor de Mayo Restaurant,2651 Broadway
11120,398,26,Chinese,1,05/20/2019,"I tried to give this dump a 2nd chance but they failed miserably! I ordered a wonton soup, egg roll and beef chow fum; the egg roll was small, greasy and overpriced at $4! Wonton soup was watery,small with waterlogged dumplings; they also provide a very shallow spoon to hide how pathetic the serving size really is! The beef chow fun magically turned into beef fried rice which I certainly did not order; the server and another worker insisted that in chinese-peruvian cooking that chowfun means fried rice!!! A huge lie that is an insult to any intelligent person but they seem to think because I am blind i will believe anything. The pitiful soup was $5 and the beef fried rice had very little beef and tasted heavily of MSG was $12.75!  Small portions,high prices and a rude and dishonest staff earn a zero star rating from me and I hope all avoid this ripoff hell.",Flor de Mayo Restaurant,2651 Broadway
11121,399,26,Chinese,3,05/19/2020,"Food was ok. Place is overrated, food is overpriced.",Flor de Mayo Restaurant,2651 Broadway
11122,400,26,Chinese,4,05/19/2020,Great food    Just an update 7/26 closed for renovations unsure how long they will be closed,Flor de Mayo Restaurant,2651 Broadway
11123,401,26,Chinese,5,05/20/2019,Excellent food and fast service. The broiled steak is amazing !!,Flor de Mayo Restaurant,2651 Broadway
11124,402,26,Chinese,5,05/20/2019,What's not to like? Enjoy great food and service.,Flor de Mayo Restaurant,2651 Broadway
11125,403,26,Chinese,5,06/23/2022,My Absolute Favorite Place To Eat n Drink is Delicious Environment Calm N Cool,Flor de Mayo Restaurant,2651 Broadway
11126,404,26,Chinese,4,05/20/2018,I would definitely come back to this place the food was great,Flor de Mayo Restaurant,2651 Broadway
11127,405,26,Chinese,5,05/20/2019,"The food it's very good!!! Mix of Peruvian and Chinese food, prices are very reasonable and generous portions.",Flor de Mayo Restaurant,2651 Broadway
11128,406,26,Chinese,3,05/19/2020,"If you go on the weekend expect a long wait and the waiting area is pretty tight so you may have to wait outside to be called. The pollo a la brasa, chinese house special rice and the lomo saltado are my favorite.  Took away 2 starts for the long wait and the fact that this is supppse to be Peruvian and  Chinese  restaurant and yet thier Peruvian green sauce was lacking.",Flor de Mayo Restaurant,2651 Broadway
11129,407,26,Chinese,3,05/20/2018,"Food is great, but the thugs that go there during the evening and weekends kill the ambiance",Flor de Mayo Restaurant,2651 Broadway
11130,408,26,Chinese,2,05/21/2015,"Don't try any vegetarian food try offer. it's a huge pile of simple, tasteless  things thrown together onto one plate. loud and packed place.",Flor de Mayo Restaurant,2651 Broadway
11131,409,26,Chinese,4,05/20/2016,"The best roast chicken in New York City at any price.     It's kind of a weird place -- half the menu is chinese and half Peruvian -- but it all goes together perfectly.  Get the roast chicken, plantains, pork fried rice and the   broccoli with garlic -- you'll be in a very happy place. And don't forget to down a couple of their old school Mai Tais while you're at it.  It's around the corner from all sorts of great stuff like the museum of natural history and the children's museum. I don't get to the upper west side often, but when I do, it is usually just an elaborate excuse to hit this place for lunch.",Flor de Mayo Restaurant,2651 Broadway
11132,411,26,Chinese,4,05/19/2020,The food and drinks are always excellent! Top shelf!,Flor de Mayo Restaurant,2651 Broadway
11133,412,26,Chinese,4,05/20/2018,"Good food...chill place, kinda small...",Flor de Mayo Restaurant,2651 Broadway
11134,413,26,Chinese,4,05/20/2019,Food is good and drinks are very good just a lil tight seating.,Flor de Mayo Restaurant,2651 Broadway
11135,414,26,Chinese,2,05/20/2018,"Decent drinks, super crowded and very slow to seat us. We had a group of 7, about half of us didn't like or food (I was one of those). It seems they have certain dishes that are good the others seemed hit or miss.",Flor de Mayo Restaurant,2651 Broadway
11136,415,26,Chinese,5,05/20/2017,"I love coming here! I have been coming to Florida Derek Mayo for over 20 years the food is amazing! There isn't a dish you won't love! Great for couples, price & food portion great! Big groups can be challenging better 4 people …",Flor de Mayo Restaurant,2651 Broadway
11137,416,26,Chinese,5,05/20/2018,Love this place. Get the sliced steak with french fries (lomo saltado) you can't go wrong. I had the chicken too it was okay. I wish we had a Flor De Mayo in California.,Flor de Mayo Restaurant,2651 Broadway
11138,417,26,Chinese,5,05/19/2021,The roasted chicken at Flor deserves it's own zip code. The chicken is always juicy and flavorful.  It's always worth the trip from Crown Heights!,Flor de Mayo Restaurant,2651 Broadway
11139,418,26,Chinese,5,05/19/2021,Classic place to go for a quick amazing meal. Covid has significantly lengthened the wait time for a table so be prepared to wait but it's worth it.,Flor de Mayo Restaurant,2651 Broadway
11140,419,26,Chinese,1,05/19/2021,Wait was long for the garbage that it is. Food was terrible. No flavor. Dry. Expensive for normal Chinese food that you could get at any NY local spot . The service even worse. Don’t bother going here.,Flor de Mayo Restaurant,2651 Broadway
11141,420,26,Chinese,4,05/20/2019,The wait was long. It's a small place but the food was perfect,Flor de Mayo Restaurant,2651 Broadway
11142,421,26,Chinese,5,05/21/2015,Have to try the super nutcracker!! The garlic shrimp was the best! Service was excellent. Try to avoid going on the weekend because the wait for the table is pretty long.,Flor de Mayo Restaurant,2651 Broadway
11143,422,26,Chinese,5,05/20/2019,Food was delicious. Staff was courteous and accomodating.,Flor de Mayo Restaurant,2651 Broadway
11144,423,26,Chinese,5,05/19/2020,"No frills interiors, staff is friendly and fast. Make sure to get the lomo saltado- it’s the best dish on the menu!",Flor de Mayo Restaurant,2651 Broadway
11145,424,26,Chinese,3,05/19/2020,"Very nice people, but stick to the Chinese dishes. The Spanish dishes ARE NOT GOOD!!!!",Flor de Mayo Restaurant,2651 Broadway
11146,425,26,Chinese,4,05/20/2018,"Beer wasn't cold,  lemonade extremely sweet,  server took too much time to come to the table and take the order.  Food was 6/10.",Flor de Mayo Restaurant,2651 Broadway
11147,426,26,Chinese,5,05/20/2018,Consistently excellent food and service. The best broiled pork chops in New York!,Flor de Mayo Restaurant,2651 Broadway
11148,427,26,Chinese,3,05/20/2019,Flor de mayo would have the best tostones fried to perfection and today I went and was disappointed. They seemed to have fried them earlier and then just fried second time when being severed. I'm dominican and tostones have to be freshly fried or else they taste stale. So Flor de mayo you need to go back to making your tostones the old way.,Flor de Mayo Restaurant,2651 Broadway
11149,428,26,Chinese,5,09/21/2022,Food is good but prices are too high,Flor de Mayo Restaurant,2651 Broadway
11150,429,26,Chinese,4,05/20/2019,"We Google the place, when for lunch, great price and food.",Flor de Mayo Restaurant,2651 Broadway
11151,430,26,Chinese,1,05/19/2022,The people there act like they did not understand English it took 15 minutes to put in an order of 2 spaghetti and shrimp they took the 2 orders and put in one thing but did not put a double auto spaghetti I literally threw the stuff in the garbage and went somewhere else and ordered my food that was my 1st time there and that is my last time there so I give it 1 star and that's too much,Flor de Mayo Restaurant,2651 Broadway
11152,432,26,Chinese,4,05/19/2020,Have been to this location several times. It's always busy & sometimes there is a wait but it's worth it. I recommend the Lomo Saltado (chicken/shrimp) w/ yellow rice. Today for a change we decided on the roasted chicken (very moist & tasty) w/ yellow rice and choice of red & black beans. I also recommend. The waiters are very nice. Will continue to return w/ family & friends.,Flor de Mayo Restaurant,2651 Broadway
11153,433,26,Chinese,5,05/20/2019,Never Leave NYC without Stopping Here. The House Fried Rice And Drinks... Food Everything Always Amazing.... Atmosphere Great... Once your able to Park its On you will have An Amazing Time either Location...,Flor de Mayo Restaurant,2651 Broadway
11154,434,26,Chinese,5,05/19/2022,Great food reasonable prices the wine is good me and my girlfriend had an awesome time,Flor de Mayo Restaurant,2651 Broadway
11155,435,26,Chinese,5,05/20/2019,"We stayed in NY 3 days, and this was my favorite restaurant during our visit. I'm sad that I won't be back in a while and try the awesome Peruvian food",Flor de Mayo Restaurant,2651 Broadway
11156,436,26,Chinese,4,05/20/2019,Food was ok. Nothing wow or really tasty. Just average place with Chinese and Spanish food. You can find better but if you have no time it's place to eat,Flor de Mayo Restaurant,2651 Broadway
11157,437,26,Chinese,3,05/20/2019,Good food nice place good staff,Flor de Mayo Restaurant,2651 Broadway
11158,438,26,Chinese,5,05/19/2020,Love it here great customer service delicious food my favorite dish is the crispy ribs with house special fried rice and my favorite drink is the head hunter or if i really want to get drunk i order two super nutcrackers,Flor de Mayo Restaurant,2651 Broadway
11159,439,26,Chinese,5,07/23/2022,My daughter a I always go there when we have a special occasion,Flor de Mayo Restaurant,2651 Broadway
11160,440,26,Chinese,5,12/20/2022,A nice dining experience!,Flor de Mayo Restaurant,2651 Broadway
11161,441,26,Chinese,5,05/20/2019,Outstanding...  Great Peruvian Chinese cuisine....  Chicken Asado...  Everything great... …,Flor de Mayo Restaurant,2651 Broadway
11162,442,26,Chinese,5,05/20/2018,Soooooo good! Very big portions... highly recommend!,Flor de Mayo Restaurant,2651 Broadway
11163,443,26,Chinese,4,05/20/2018,Huge servings of food taste pretty good.,Flor de Mayo Restaurant,2651 Broadway
11164,444,26,Chinese,4,05/22/2011,Pleasant people / great service.  I've never had anything I didn't like at Flor De Mayo...though nothing in particular really stands out either.,Flor de Mayo Restaurant,2651 Broadway
11165,445,26,Chinese,3,05/19/2022,I was truly disappointed with the service I have not been the in over 20 years and was very excited to return but the experience left a bad taste in my mouth will not be returning.,Flor de Mayo Restaurant,2651 Broadway
11166,446,26,Chinese,5,05/20/2018,Good food. Good atmosphere. Great drinks,Flor de Mayo Restaurant,2651 Broadway
11167,447,26,Chinese,5,05/20/2018,The place is small but the food was good,Flor de Mayo Restaurant,2651 Broadway
11168,448,26,Chinese,3,05/20/2018,"Good food, drinks was amazing, but space is very small",Flor de Mayo Restaurant,2651 Broadway
11169,450,26,Chinese,5,05/20/2019,Not much options for Vegans or vegetarians but still amazing food,Flor de Mayo Restaurant,2651 Broadway
11170,451,26,Chinese,3,05/19/2021,The food is great but the bathrooms need to be painted get the graffiti off the walls due to the closing of Covid these restaurants had enough time to get it together,Flor de Mayo Restaurant,2651 Broadway
11171,452,26,Chinese,5,05/19/2021,The food is delicious and the service great.  I enjoy this restaurant everytime I go with my family and the prices are reasonable.,Flor de Mayo Restaurant,2651 Broadway
11172,453,26,Chinese,5,05/20/2018,Great neighborhood place. Old school Chinese and Latino food. Real New York Asian /Latin American fusion old style,Flor de Mayo Restaurant,2651 Broadway
11173,454,26,Chinese,3,05/19/2020,"My opinion food in this restaurant deserves 3 stars. Arroz verde with shrimp was no big deal, so price for a rice with green peas and boiled shrimp No taste.",Flor de Mayo Restaurant,2651 Broadway
11174,455,26,Chinese,4,05/19/2022,Courteous service by wait staff. Kitchen accommodated our request for no oil preparation.,Flor de Mayo Restaurant,2651 Broadway
11175,456,26,Chinese,5,05/19/2020,I know the wait here must be long most of the time but I have to give it a 5 stars because the food was absolutely amazing!! Waiting for a table is just the unfortunate part of eating out in NYC so don't let that stop you from visiting this restaurant. The servers were very professional and they too deserves 5 stars. I ordered half a pitcher of sangria and next time I may not share it! The sangria was made perfectly but definitely pace yourself or not ,Flor de Mayo Restaurant,2651 Broadway
11176,457,26,Chinese,5,05/20/2019,"All types of food, a bit small inside, but worth the taste. Foods served: American, Mexican, Peruvian, Chinese, etc...lots of options!",Flor de Mayo Restaurant,2651 Broadway
11177,458,26,Chinese,5,05/19/2020,"Loveeee this place , food amazing !  Waiters are family oriented,",Flor de Mayo Restaurant,2651 Broadway
11178,459,26,Chinese,5,05/19/2020,"Always great food, great service and excellent drinks. A homerun every single time. My favorite dish is the Peruvian chicken and sauce ! Oh man!",Flor de Mayo Restaurant,2651 Broadway
11179,460,26,Chinese,5,05/20/2017,Good fusion place. Food is good and portions are pretty large.,Flor de Mayo Restaurant,2651 Broadway
11180,461,26,Chinese,1,08/22/2022,What can I say terrible service ..took long for food took long for them to take order,Flor de Mayo Restaurant,2651 Broadway
11181,462,26,Chinese,3,05/21/2013,"The food here is good but it is not ""fusion"" as they claim.  It is one cuisine or the other.  Their dishes do not contain ideas and flavors from both, they just have full meals from different cultures.",Flor de Mayo Restaurant,2651 Broadway
11182,463,26,Chinese,5,05/20/2019,"Great spot, great service. Usually packed on a friday night after 8PM. Vegans can get the tofu with mushrooms it comes like this.",Flor de Mayo Restaurant,2651 Broadway
11183,464,26,Chinese,1,05/20/2018,It was nasty the service was bad the waiter begged fro a tip and No one spoke English to us ! Never going back,Flor de Mayo Restaurant,2651 Broadway
11184,465,26,Chinese,5,05/20/2018,My favorite place to eat a delicious meal,Flor de Mayo Restaurant,2651 Broadway
11185,466,26,Chinese,5,08/22/2022,Staff is very nice and pollo la brasa always delicious,Flor de Mayo Restaurant,2651 Broadway
11186,467,26,Chinese,4,05/20/2018,It's become a family eatery.  Food is great.  Quiet.,Flor de Mayo Restaurant,2651 Broadway
11187,468,26,Chinese,5,05/20/2017,My wife and I really loved the Peruvian Roasted Chicken. The staff was very friendly.  I will go back to try other stuff for sure.,Flor de Mayo Restaurant,2651 Broadway
11188,469,26,Chinese,5,05/20/2019,"What can I say about this place?  Please order the Seco de res and the Lomo saltado, you wont be dissapointed, since you are here get an Inca cola, thats what I would do.  they're always busy and you might have to wait a little but it will be worth it!!",Flor de Mayo Restaurant,2651 Broadway
11189,470,26,Chinese,1,05/20/2018,"Horrible!  Once upon a Time this was a stable of the upper west side,  now it's overpriced with bland food",Flor de Mayo Restaurant,2651 Broadway
11190,471,26,Chinese,4,05/20/2016,"This place has a variety of dishes: Peruvian, Chinese, or fusion of both.  They have really good Peruvian dishes like roasted chicken and lomo saltado.  You can get fried rice or plaintains with the chicken.  The portions are large and the food tastes great.  Too bad it's so far uptown or else I would come here more often.",Flor de Mayo Restaurant,2651 Broadway
11191,472,26,Chinese,5,05/20/2018,"Half a chicken with fried rice had the most succulent chicken I've ever had. Love it, and I would def. return. Also, the staff was incredibly attentive and helpful.",Flor de Mayo Restaurant,2651 Broadway
11192,473,26,Chinese,5,05/20/2018,"If your from NYC or the uptown area you definitely know that this Flor De Mayo location is the ABSOLUTE BEST! They have so many loyal customers that the staff are like friends to you! Amazing food, drinks and of course service!",Flor de Mayo Restaurant,2651 Broadway
11193,474,26,Chinese,3,05/20/2016,Don't miss the lomo saltado. Rotisserie chicken is decent but not destination worthy. Service is friendly and efficient.,Flor de Mayo Restaurant,2651 Broadway
11194,475,26,Chinese,5,05/20/2018,I work in the Upper East side but I love coming here for lunch whenever I can. I always order the lomo saltado. The dish is a great representation of chinese- Peruvian food. I highly recommend it.,Flor de Mayo Restaurant,2651 Broadway
11195,476,26,Chinese,5,05/20/2018,This place is one of my favorite Peruvian Chinese food restaurant in NYC.  The restaurant can be busy during peak times with 15 to 20 minutes wait time.  They do not accept AMEX!  The staff is friendly and will make sure your order is correct.  Everything is amazing on the menu and the prices aren't high but you do get enough to be full!  I'd definitely will be coming back to this location in the future.,Flor de Mayo Restaurant,2651 Broadway
11196,477,26,Chinese,5,05/20/2019,"Best Asian-peruvian cuisine. Service is always friendly and prompt. You'll surely come for the food, stay for drinks!",Flor de Mayo Restaurant,2651 Broadway
11197,478,26,Chinese,2,05/21/2015,"For a peruvian restaurant, Im highly disappointed. I had The aji de gallina which is my favorite plate. It was one of the worst if not the worst. Didnt look aji de gallina. Kind of tasted like aji de gallina. Very pricey for the poor quality and the tiny and i mean tiny portions. Location and the inside were really good tho.",Flor de Mayo Restaurant,2651 Broadway
11198,479,26,Chinese,5,05/20/2016,The Lomo Saltado is superb. This is actually one of my favorite spots to eat at in NYC. The food is delicious and the service is phenomenal. I highly recommend it.,Flor de Mayo Restaurant,2651 Broadway
11199,480,26,Chinese,5,05/20/2018,"My favorite place to eat with family. Food is delicious. Must try lomo, green rice and chicken. Sangria is always perfect!",Flor de Mayo Restaurant,2651 Broadway
11200,481,26,Chinese,4,05/19/2022,"Everything was good , good service and good portions of food. I Really like this place.",Flor de Mayo Restaurant,2651 Broadway
11201,482,26,Chinese,3,05/19/2020,Food was not as good as I remembered. And it did get pricey. Too many different waiters at our table.,Flor de Mayo Restaurant,2651 Broadway
11202,483,26,Chinese,5,09/21/2022,Lovely place good food and delicious drinks.,Flor de Mayo Restaurant,2651 Broadway
11203,484,26,Chinese,3,05/20/2018,The wait is crazy and this place is super small. It's hard for ppl with children n strollers. Their mofongo was trash. Their chicken and house special fried rice is recommended.,Flor de Mayo Restaurant,2651 Broadway
11204,485,26,Chinese,4,05/20/2018,Delicious rotisserie chicken rice and beans...I ve had other dishes but this is best... A bit pricey for the quality of food. Weekends are  very busy and both places are small and not as spacious. Weekdays much better and they wont rush you out like on a weekend with bill on table when you still want dessert …,Flor de Mayo Restaurant,2651 Broadway
11205,486,26,Chinese,4,05/19/2020,Food is delicious with good portion size. Drinks are excellent and not watered down. Service is excellent.,Flor de Mayo Restaurant,2651 Broadway
11206,487,26,Chinese,4,05/19/2021,Great food. great drinks. great service.  Just the pick me up we needed after a funeral.,Flor de Mayo Restaurant,2651 Broadway
11207,488,26,Chinese,3,05/20/2017,"All the food smelled amazing, the drinks are good. No good vegetarian options.",Flor de Mayo Restaurant,2651 Broadway
11208,489,26,Chinese,5,05/20/2019,The pepper steak and onion is amazing on the pricier side of chinese food but well worth it. Nutcrackers drink is VERY GOOD!!! Very tiny restaurant but very very good food!,Flor de Mayo Restaurant,2651 Broadway
11209,490,26,Chinese,4,05/20/2019,10 min wait for table. Food was quick fresh and great,Flor de Mayo Restaurant,2651 Broadway
11210,491,26,Chinese,5,05/20/2018,"Best Peruvian restaurant in uptown, roasted chicken/with house special fried rice second to none.",Flor de Mayo Restaurant,2651 Broadway
