id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
14837,324,39,American,1,05/20/2017,Worst place you can go! Bad organization through the manager. Awful experience after many visits. Manager is a d**k and is unfiendly and changing his mind. Alternative Facts,BLACKBARN Restaurant,19 E 26th St
14838,325,39,American,5,05/19/2020,"Cozy atmosphere,  delicious entrees.  Love the farm to table, especially the chicken.",BLACKBARN Restaurant,19 E 26th St
14839,327,39,American,5,05/20/2018,"Wow, beautiful space. Interesting menu, great wine list and food was excellent.",BLACKBARN Restaurant,19 E 26th St
14840,328,39,American,5,05/19/2020,Food was excellent.. Just a little over priced for such a small portion,BLACKBARN Restaurant,19 E 26th St
14841,329,39,American,4,05/19/2020,"I was expecting typical American fare, but this was elevated and delicious. A great place for a business lunch or dinner.",BLACKBARN Restaurant,19 E 26th St
14842,330,39,American,4,05/20/2017,"Good food. Friday afternoon, but not too crowded, great location.",BLACKBARN Restaurant,19 E 26th St
14843,331,39,American,5,05/19/2021,Love. Unique brunch items. Good drinks. Good dinner.,BLACKBARN Restaurant,19 E 26th St
14844,332,39,American,5,05/20/2018,Went there in uniform on Veterans Day  they bought our first drink. Very nice people,BLACKBARN Restaurant,19 E 26th St
14845,333,39,American,4,05/19/2021,Nice breakfast place,BLACKBARN Restaurant,19 E 26th St
14846,334,39,American,5,05/20/2019,Great food and cocktails. Gets very busy for brunch!,BLACKBARN Restaurant,19 E 26th St
14847,335,39,American,5,05/20/2017,These guys know how to throw a private party. Top notch food. Ribs. Oysters. Awesome palce!,BLACKBARN Restaurant,19 E 26th St
14848,336,39,American,5,05/20/2019,"Spent a happy late autumn afternoon driving bling wine, eating small plates and gazing at the old trees lining Madison Square Park.",BLACKBARN Restaurant,19 E 26th St
14849,337,39,American,5,05/19/2020,"Big,loud and great. Super varied menu.  Short rib off the charts",BLACKBARN Restaurant,19 E 26th St
14850,338,39,American,3,05/20/2018,"Food was good, server and bus persons were pushy, slow to check on us, bring drinks, plates were cleared before we were done eating.",BLACKBARN Restaurant,19 E 26th St
14851,339,39,American,4,05/20/2017,Modernized comfort food in spacious and beautiful space. Live music for Sunday brunch.,BLACKBARN Restaurant,19 E 26th St
14852,340,39,American,5,05/20/2017,"Great atmosphere, even better service and the food is 6 out of 5 stars",BLACKBARN Restaurant,19 E 26th St
14853,341,39,American,5,05/19/2020,Love Blackbarn. Good for just drinks in the bar or full dinner in the barn. Always quality food,BLACKBARN Restaurant,19 E 26th St
14854,342,39,American,5,05/19/2020,Food is very good. Decor is beautiful. Love coming here,BLACKBARN Restaurant,19 E 26th St
14855,343,39,American,5,05/20/2017,"Amazing food, the salad and the argentinian wine (mmmm) so good!",BLACKBARN Restaurant,19 E 26th St
14856,344,39,American,5,05/19/2020,Found this place by chance. The food and service was great.  Will definitely return.,BLACKBARN Restaurant,19 E 26th St
14857,345,39,American,1,08/22/2022,"Stop blocking the fire hydrant with tables and chairs, entitled much?",BLACKBARN Restaurant,19 E 26th St
14858,346,39,American,4,05/20/2019,"Good food, large portions. Extensive wine list.",BLACKBARN Restaurant,19 E 26th St
14859,347,39,American,5,05/19/2020,Best lunch (tuna sliders and chicken milanese) I've had in awhile,BLACKBARN Restaurant,19 E 26th St
14860,348,39,American,5,05/19/2020,The food was amazing. BBQ ribs were on point,BLACKBARN Restaurant,19 E 26th St
14861,349,39,American,3,05/19/2022,Alright. Pretty much exists for large parties or corporate events in this area.,BLACKBARN Restaurant,19 E 26th St
14862,350,39,American,4,05/20/2018,Went for a cocktail but would go back for dinner. Great warm ambiance.,BLACKBARN Restaurant,19 E 26th St
14863,351,39,American,5,05/20/2019,"Very nice atmosphere, food was very good as well. Recommend",BLACKBARN Restaurant,19 E 26th St
14864,352,39,American,5,05/20/2018,They have the best avocado toast ever! I go almost every weekend !  …,BLACKBARN Restaurant,19 E 26th St
14865,353,39,American,5,05/19/2022,"Amazing, one of my favorite restaurants.",BLACKBARN Restaurant,19 E 26th St
14866,354,39,American,5,05/20/2018,"Great food, decor and atmosphere. Definitely recommend.",BLACKBARN Restaurant,19 E 26th St
14867,355,39,American,5,05/19/2020,Excellent brunch with impeccable service. Highly recommend it.,BLACKBARN Restaurant,19 E 26th St
14868,356,39,American,5,05/20/2018,The food is unbelievably amazing. I cannot wait to go back and try something different.,BLACKBARN Restaurant,19 E 26th St
14869,357,39,American,4,05/20/2017,"Very nice venue, lots of individual spaces to host parties and private events.",BLACKBARN Restaurant,19 E 26th St
14870,358,39,American,5,05/19/2022,Awesome food fantastic service!,BLACKBARN Restaurant,19 E 26th St
14871,359,39,American,5,05/19/2020,"Absolutely gorgeous restaurant, fantastic food, service and values",BLACKBARN Restaurant,19 E 26th St
46986,90,185,American,1,05/27/2017,"Not sure where the people who gave this place more than 1 star ate, but sure wasn't here at Land and Sea Diner. This place is dreadful. Wife ordered a BLT on lightly toasted white. What came was a sandwich on very toasted bread that was literally burnt black on the inside. It had nasty romaine lettuce, the outer leaves that you normally tear off and toss with 4 slices of pale pink, unrippened tomato. My son got the crabcakes over linguini.  Crab cakes is what was listed but they are actually fake crabmeat  (sea legs) that looked like it was put through a ricer and made into a patty covered with a tasteless thick coating that we think was cornmeal. The sauce on the pasta was watery, tasteless and seemed to be a mix of a few chopped unripe tomatoes, ketchup and water.  I got a cheeseburger, it was awesome, huge and one of the best I have had.  Enjoyed it immensely.  The pickle spears we very good too. The small cups of cole slaw that came with sandwiches - disgusting.  A weird musty taste.  I agree with other reviewer, wanted to give less than 1 star but no option for it.",Land & Sea Restaurant,20-12 Fair Lawn Ave
24946,0,78,American,5,06/23/2022,"So incredibly good! In Morristown for business, my team member and I stopped here for dinner and drinks. She has the Steelhead, and I grabbed two small plates: the gnocchi and the crab cake. Both were excellent! Crab cake was one of the best I've ever had, so lightly breaded and fried to a delicate crunch. Mm.    We each grabbed a drink (which was fine... but didn't meet the quality of the food) and a dessert. I had the strawberry semi-frieddo and she had the carrot torte. Highly recommend - everything was delicious and I'd definitely come back.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24947,1,78,American,4,03/20/2023,"food was seasoned really well and had great flavor. for those who can’t have a high sodium intake then perhaps you’d need to make a request for them to use less salt. the quality of the food was excellent and the prices are reasonable for the quality of food for the most part. the steak was very good. the crab cake was delicious but for the price, I would have thought there would be two instead of just one. overall, I would eat here again if there was an occasion to celebrate.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24948,2,78,American,4,01/19/2023,"We were a table of nine on Christmas Eve, obviously a busy night. Despite a couple of hiccups in service, restaurant manager Devin Reed was gracious and very accommodating to ensure everything was right, without prompting or request from us.  He truly understands proper hospitality.    The prix-fixe selections were delicious, with the scallops nicely balanced with the butternut squash.  The beef loin was very good, but the standout of the night was the crab cake. Fantastic, just large lumps of crabmeat held together delicately and just crisped enough.  I would return just for the crab cake.    Beer selection could have been better, but the wine list was extensive.    A very solid choice and conveniently located.  Thank you Mr. Reed for the a smooth experience on an otherwise hectic holiday night. We enjoyed it!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24949,3,78,American,1,11/20/2022,What a disappointment.    The bread basket had stale rolls at the bottom suggesting they may not throw out their old food correctly.    Some of the oysters tasted fresh some of them had a fish stench.    The drinks did not hit the spot.  They felt watered down.  Something was off.    The dry aged loin of beef at rare temperature was very tough.  Now that I think of it maybe they cooked it medium-well despite me asking for rare was to hide it might not be fresh.    The dulce de leche was a really dry angel cake.    The sushi was really good but not good enough to excuse the issues with the other food.    Overall it put us in a worse mood than when we had arrived.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24950,4,78,American,5,04/19/2023,A hotel restaurant that elevates the norm. Good bar staff and a menu that is sufficiently different to be not just another bar menu.  Well.prepared and thought out menu with not too scary variations.  All in all a good selection of food that will please all of us.  If you don't wanna leave the hotel this restaurant has enough om the end to say you d like to stay in .,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24951,5,78,American,4,03/20/2023,"Very good food and friend staff. The dinner rolls were so good! They accidently gave our entrees to a table that arrived after us so we had to wait a long time after we were done with the apps to get the rest of our order.  I won't hold it against them because it was Valentine's day and they had a prix fixe menu which meant every table was ordering the same things, and I can see how the mistake was made.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24952,6,78,American,5,04/19/2023,"We used the private room here for a birthday party. Great wine and friendly staff. I heard the halibut wasn't good, but the beef loin that I had was amazing!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24953,7,78,American,4,03/20/2023,Tasted good but portions were small.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24954,8,78,American,5,05/20/2018,"Butter lettuce salad, Chilean sea bass roll appetizers were outstanding. Dressing and roasted cashews in the salad were excellent. Entrees were the crab cakes and scallops with a side of brussel sprouts with coconut vinegar and toasted shredded coconut. Best scallops I've had by a considerable margin. Dessert was the chocolate brioche and sorbets with fruit. Excellent anniversary dinner, will be back!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24955,9,78,American,1,03/20/2023,"Came for brunch. No alcohol being served due to no bartender on duty until 12pm noon. Came for 10am brunch. Disappointing to say the least, especially for a Westin Restaurant classified as Fine Dining",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24956,10,78,American,4,05/19/2020,"Excellent food! Service was a bit slow, but we realized it was the Bar & not our waiter. No Specials, Chef doesn't bother 1/2 the time, but food including fresh pasta was really excellent.  Coffee was well above average & Macaron tree nice, but ok.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24957,11,78,American,4,07/23/2022,We stayed at the westin so wanted to dine there our last night but unfortunately we didn't see anything on the menu that peaked our interest. So we ordered wine Nd a cocktail and some fries before we went to our next location.  The drinks were great and not over priced. The atmosphere is to die for....the staff is friendly helpful and pretty amazing. I think they seem to change their menu fairly often so please give them a try,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24958,12,78,American,3,05/19/2022,Great food but extremely slow service and food delivery. Staff was extremely kind.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24959,13,78,American,3,12/20/2022,"Food pretty good, service was ok, 1 server for the room. Expensive for what you get but was expected since only restaurant in hotel",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24960,14,78,American,5,05/19/2022,We celebrated Christmas there. Restaurant was not crowded. Small portions and very tasty. Picture was taken at the entrance of restaurant (Hotel LOBBY),Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24961,15,78,American,5,05/19/2020,"Had my 40th birthday here in the wine room! Was a fantastic experience, food was amazing, service was brilliant and space unique and spacious!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24962,16,78,American,5,10/21/2022,"How to describe the quintessential small town breakfast in beautiful Morristown New Jersey. It was a mid fall morning as a crisp breeze awoke us at the Westin. After glaring through the looking glass of our window, my eyes looked upon the sweet rolling landscape of the New Jersey hillside.    Wander down 4 floors to Blue Morel and luxury awaits. Glass double doors splayed open for my arrival greeted me and my guests as we effortlessly walk right to our table. With no hostess abound the casual seat yourself approach is modern and refreshing. Upon requesting a menu our kind and gentle waiter offers the buffet. A bountiful offering which allows for a personalized omakase. The eggs are fluffy and bright, the potatoes smell of rosemary and lavender, the bacon crisped to perfected. The continental section flows with morning pastries seemingly flown in from the French Riviera. Our waiter pours the most beautiful and rich Colombian blended coffee and regales us with its fair trade and organic origins. Just last week little Paco and his family, the farmers behind this beautiful blend graced restaurant staff with their presence.    Blue Morel has my heart, my culinary pallete has forever been satiated from this exquisite offering, only otherwise found at Michelin awarded restaurants.    Bravo",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24963,17,78,American,5,09/21/2022,"Here for breakfast. The sausage and bacon omelette with toast on the side was very good, probably the best I’ve had for a while. The orange juice tasted fresh, and refreshing. The service was extremely quick, maybe it’s because it was 7 in the morning, but still very good work.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24964,19,78,American,3,05/19/2022,"Food was generally good... Some of it was not great.  We had a nice mother's day bruch, it was way over priced considering the extremely over priced bloody Mary's ( that were mostly Ice) cost 22 dollars.... Potatoes on buffet were over cooked and had been sitting for a long time.  Cold asparagus app on buffet was way undercooked.  Omelet bar was great. Oysters were good, but no attention was paid to them so you had to avoid dried out oysters.   If it had been half the cost, it would have been worth it, but 80 dollars per person is WAY over priced.  We had a nice time, may even return cause the food here is good.  I just think the quality was way down for Mother's day.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24965,20,78,American,1,04/19/2023,Very expensive. Bad service. Onprofessioneel employee. They don't onderstand there one menu.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24966,21,78,American,5,05/20/2017,"First time here. Very clean, crisp, elegant atmosphere. The waiter service was very professional. I felt special. Will be going back.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24967,22,78,American,1,06/23/2022,"Absolutely horrible. I was staying at the hotel for a wedding, and I could not be more displeased with the service at the restaurant. The bartender was judgemental, rude and unprofessional. She took one look at myself and my girlfriend, then walked away to continue tending the current patrons, brushing us off as if we weren’t there. (It’s pretty unfortunate because I was eager to try the crab cake, and their B.A.L.T. sandwich.) We even said excuse me, asked for menus, but apparently we didn’t matter. My older mother tried going down shortly after for coffee, as this is supposed to be a full service restaurant, and the bartender once again was rude and disrespectful, telling my mother coffee is only available while the coffee bar is open, albeit it saying it’s available all day in the menu. The bartender nastily went off to look for coffee, but ten minutes later never returned so my mother gave up and left.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24968,23,78,American,5,05/19/2020,"I visited on Valentine's Day, and I was extremely impressed with the food and service. The staff from the moment we walked in the door was extremely hospitable. They're extremely quick to serve and checked on us frequently. The food was fresh and prepped very quickly. I was extremely impressed with the oysters, sushi roll, steak and basil strawberry shortcake spin off for dessert. The pretzel rolls were even delicious prior to receiving our meals. The bartender made the best dirty martini I've ever had! I would highly recommend giving Blue Morel a try!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24969,25,78,American,4,09/21/2022,"Restaurant in the hotel, they had great duck and seafood entrees. And they are good for larger groups though all in the same space so no segregated rooms.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24970,26,78,American,5,05/20/2017,"5-STARS dining fusion places so you can order Foie gras, sushi, to assorted cheese with wine and cocktail.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24971,27,78,American,5,05/20/2018,Elegant restaurant. Generous portion sizes for the entrees. Well informed staff. Very pleased and friendly  while still being professional yet non stuffy.  The octopus salad wasn't my favorite thing. The olives plus capers were a bit much. It certainly wasn't terrible however. But the drinks were delicious. The lamb was fantastic and tender and more than plentiful. The carrot cake with roasted pineapple under the buttercream wasn't dry or overly soft and falling apart. It was a damn good meal!!!,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24972,28,78,American,2,05/20/2019,"Food was okay, a bit overpriced. Service was slow. Dissapointing for a nice Christmas Eve dinner.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24973,29,78,American,3,05/20/2016,"My wife and I went there for valentines day, they had a fixed price 4 course menu for $118 pp and they included tax and 20% gratuity. We were expecting a great meal for the price.    So for the good. The wait staff was great, they were attentive while not being intrusive. The restaurant called to verify the restaurant and asked if anyone had food allergies, my wife does, so that was a nice touch.    No for the not so good. The food was just ok, the food was good, but not worth the price. My wife ordered the beef tenderloin medium rare, it came to the table rare, she ate some of it, but couldn't finish it. When they came to clear the table and asked if everything was alright and if we wanted the beef wrapped we told them how the beef was under cooked. They didn't do or say anything.    Overall we won't be going back since you can get comparable meals elsewhere for half the price.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24974,30,78,American,4,05/20/2018,"Had dinner here last night with my boyfriend. No complaints about the service, but the place was empty so it may be an issue for a more crowded time. Best dishes- Caesar salad and tuna tartare. Spicy tuna roll is solid and I was disappointed by the sea bass sushi roll. Carrot cake dessert was excellent. Pretzel bread that is complimentary was very good.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24975,31,78,American,4,09/21/2022,"Tried for lunch. Fresh salads, made with care. Smaller portions, But Expensive. Cold beer hit the spot. Nice ambiance.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24976,32,78,American,5,06/23/2022,This restaurant has some very good food. Every time I come here there are new dishes which are unique and inventive. Bar services is fun and friendly.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24977,33,78,American,2,05/19/2020,"Came here on New Years ever around 7pm. The location is inside of the hotel and you literally have to walk into the hotel as if you are checking in and make a left to get into the restaurant. It was very nice, open and well lit. We had reservations for 8 so we hung out and had drinks at the bar. It took a bit longer than I would have liked to be served but we eventually were. The drinks were okay at best. All other drinks were made in from of the guest except for ours, perhaps we ordered something that just happened to be further away at the bar, no big deal. We were seated and when we got the menu it was opposite what he initially picked online. The price fixe menu was the only option and we did not like most of the set options so we politely excused our selves and went elsewhere.  Not sure if I will return, I kinda was excepting to try and not so much now. If you want super fancy with no valet then go for it lol.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24978,34,78,American,2,05/19/2020,"Came for a family dinner.  The host was very inviting and the atmosphere was good.  However, our waiter seemed indifferent with the service.  I’ve had better service at an applebee’s.  Simple requests were forgotten and had to be asked repeatedly only to be forgotten again.  Our waiter stared at me in an awkward manner as I gave him our order.  After staring at me uncomfortably for a moment, he replied  what only to have me repeat the order.  Let’s just say placing additional orders were not pleasant.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24979,35,78,American,4,05/19/2022,"Great meal, but ""feels"" like a hotel bar and not much more.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24980,36,78,American,4,05/20/2018,"Upscale restaurant, lots of parking since it is in a hotel.  The Bourbon Thursdays are fun and the raw bar and towers are very good. The sushi was way better than I expected.  I attended one tasting dinner where the food was excellent over a year ago, but since then I have not had much luck with dinners here, both on the timing of the food coming out and the food itself has been lacking.  I'm going to stick to the Bourbon Thursdays and seafood towers for now and hope things turn around in the kitchen.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24981,37,78,American,1,05/20/2018,"Poor service, no one smiles  Disappointing food; braised short rib should be tender, mine was tough, both pieces & I couldn’t eat it. I told the waiter it was tough & he just said what about the other piece?, he could see I hadn’t eaten it - he just shrugged and took the plate away. We finished our wine & were not offered another glass until after the meal - there were only 3 other tables with guests, so it wasn’t busy.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24982,38,78,American,4,05/20/2018,The service and food here are great. Had an amazing time here,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24983,39,78,American,3,05/20/2019,"Booked Valentine's day dinner for two. Arrived, front staff is lovely. Ordered, food came promptly, but was not great, appetizers, tartare left strong red onion taste, tortellini were undercooked. Mains, venison was cooked nicely, but sauces were too sweet, steak was was ok for advertised dry aged, a little overdone for medium rare, and no salt anywhere in any of the dishes.  Disappointed because was looking forward to this well reviewed and rated restaurant.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24984,40,78,American,2,05/20/2019,Nice atmosphere but terrible service and too expensive. Appetizer was cold by the time we got it because it was waiting in the kitchen to be picked up. Came 45 minutes after we ordered it. The restaurant was nearly empty so there was no excuse for that. No salt or pepper on the table and the staff seemed annoyed when we asked for them. Will definitely not return.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24985,41,78,American,1,05/19/2020,"Not a good experience for New Year's Eve. Their is no valet parking which is unusual for a high end restaurant. Right out of gate strike one, second strike I ordered a Blanton's neat ""whiskey"" waiter returned to tell me they ran out. Okay not a big deal ordered a different drink. Being NYE they had a fixed menu which was great, very limited menu. Already knew I was getting the one and only steak on the menu. Third strike as I began to order the waiter once again explain to me that they just ran out of that entree. Now I was upset because I wasn't crazy about the other few options I had plus I wanted STEAK.. I'm 100% sure the waiter understood my frustrations and do you think a manager would have come over to apologize?? Nope not even glance. Strike number four I asked the waiter to just give us a house wine as we don't need anything fancy nope again to our dislike $70 bottle was on the bill, my fault I should have asked but their were plenty of bottle in the $40 range.. which is what a house bottle means. The appetizer were pretty good our entrees were okay under seasoned and dissert was just okay. For $352.00 for two it was incredibly disappointing. Have reservations at Cafe Navona this Sat it's always an amazinge meal impeccable service at half the cost.. Lost my business for good...",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24986,42,78,American,4,05/19/2020,"Great bar, limited and not vegetarian friendly menu. Also redecorated in drab gray.  I liked the blues better. Go last Thursday of the month for free whiskey tastings and live music. And they do interesting wine, beer and liquor dinners with unique menus. Worth every penny.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24987,44,78,American,4,05/20/2019,"Very nice hotel restaurant! Had the field greens salad, short rib tortelli and chocolate brioche. The tortelli and brioche were just wonderful! Great flavor in every bite, perfectly cooked and seasoned! But, for a hotel restaurant and portion size, a bit pricey.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24988,45,78,American,2,05/20/2018,"Expensive!! I have to mention we went for breakfast not dinner. It was buffet style setup. Grab your own food. We had a big party of people. It was the day after the wedding and a bunch of us wanted to grab breakfast together.    First off the food was mediocre at best. You can get better food from any nearby diner. The check came. They charged us a mandatory gratuity. Normally I would have no problem with that, but it was a buffet. I mean come on. We have to get our own food. The price was outrageous. $60 for breakfast for 2 people. Really overpriced considering the food quality    If you're looking to get breakfast, do yourself a favor and avoid it here.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24989,46,78,American,4,05/20/2019,"Food is very good on a consistent basis.  Had the Venison and lamb shank. Venison was slightly under seasoned but cooked perfectly.  Squash on the plate was underdone. Lamb was very good, pear sabayon was a unique treat! Cocktails are always fantastic!",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24990,47,78,American,5,05/20/2018,Another wonderful meal at the Blue Morel. Everything is so beautifully done here. From drinks at the bar to delicious desserts (if you still have room). Spent some time at the bar to relax a bit before dinner. Try the Blue Morel Manhattan if you love bourbon. The crab cakes and tuna tartar were a great way to start off our meal. The sommelier  helped use choose two great bottles of wine and a fine pick for wine by the glass. The braised lamb shank was new to the menu and was highly recommended by our waiter. Three of use had it and we were not disappointed. The pan roasted branzino was delicious too.  Warm Chocolate Brioche and Red Wine Poached Pear were shared by all to finish off the meal. Service was wonderful.  If you want a dining experience  that is done perfectly then come to the Blue Morel.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24991,48,78,American,3,05/19/2020,"The ambience was great. Food was good. Be wary of their online postings. We went for the specific tasting menu that was posted online that day, but were disappointed to find that it had not been kept up to date. The reason was that it changed so often and was tough to keep up with. I would suggest just not posting a menu if it is that much trouble for the staff to stay current.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24992,49,78,American,5,05/20/2016,"We've been coming here every so often since the restaurant opened,  and it's reliably great!  The octopus and pork belly appetizer is a must-have, as are the brussel sprouts. Service is always extremely attentive, without being overbearing. This place is not inexpensive if you're to do it well -  add in a drink or two,  apps,  entrees,  and dessert,  and you're amongst the priciest restaurants in town, but you can count on the quality,  and that's not always the case at other ""high-end""  restaurants.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24993,50,78,American,4,05/20/2017,"This is an upscale restaurant in the Westin in Morristown NJ. We had a $25 gift certificate from my wife's hair salon, and this was close to a concert we were going to at MPAC, so we gave it a shot. It wasn't very crowded at 6:30pm on a Friday, so we were seated immediately. Service was a little bit slow, but the staff did a good job of making sure we had everything we needed. I'd rather have that than constant nagging and interrupting of conversation. It's very pricey though, as you might expect I guess for up-scale. I had the 10oz filet mignon ($38) and my wife had the duck ($33 I think?). Both came with a small salad on the plate. We had a nice basket of different breads though. Both meals were delicious and cooked properly. I also got the rustic potatoes for $9. Those were great, but the price stuck in my craw a bit. We also had the creme brulee for dessert, it wasn't the best I ever had, but it was good. It had some kind of egg nog flavor to it, stronger than others I've had. It also had a scoop of sherbert on top, which I didn't think really went too well with creme brulee. It was a nice treat for us, we wouldn't have spent that much without the gift certificate. Highly recommend if you like upscale and don't mind paying that much for an excellent meal.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24994,51,78,American,1,05/20/2017,"It was a disaster. Fake food , fake service, fake people with fake smiles. And way overpriced. Apparently the chef doesn't know the difference between  ""medium rare"" and ""raw"" ... or how to choose a lamb meat for the rack of lamb. I don't mind to pay premium for the good rack of lamb, but there should be meat, not just chewy uncooked fat on the bones. And for that price I would expect some original sauce on top. Yes - cooking was supposed to be an art, not just a way to extort people's money. And the service...seriously? You charge over $200 for dinner for two and cannot find two lazy waiters to sing a stupid ""Happy Birthday"" song?",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24995,52,78,American,1,05/20/2018,"It's too expensive for the service provided.  We had the Thanksgiving dinner and we were given small COLD portions... seafood pasta dish was robbery... barely two tablespoons of seafood..the ice cream in the desert was a SINGLE mellon ball or grape sized scoop.. THAT was 64 DOLLARS for each person.    BTW Rich, that's the same experience we had a few years ago with zero improvement.  I have saved the next Thanksgiving as reminder NOT to eat there again.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24996,53,78,American,4,05/20/2018,"Always great food, good selection of craft beer and wines",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24997,54,78,American,1,05/20/2017,"Bad. Bad service. They even made me feel bad. Requested a table for 1 at 1:45 pm and they walked new through the whole restaurante to the only table without table Clothes at the corner of the bar after asking me if I was ok with a cocktail table. The bartender who was shewing gum was terrible, she went to take my order after 10 minutes waiting.  I felt they were lazy and dindnt care for me as their customer. I wish management can take action on this unless they want to keep receiving a bad score. Lazy, bad, bad, lazy. So much money invested on this place to have so many lazy people working.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24998,55,78,American,5,05/19/2020,"Work-dinner.  Nice, clean, classy, dimly lit dining area. Nice restaurant for a hotel.   Menu was versitle in both food and libations.  Had the best sea bass dish EVER!!   Will go back just for that.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
24999,56,78,American,4,05/20/2019,"Beautiful restaurant. Food was excellent! Service was good until the end of the meal. We were forgotten albeit, we were next to the waiter's station.  Waited 20 mins for the check.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25000,57,78,American,2,05/20/2016,"I went to Blue Morel for lunch.    I struggled with giving them 2 stars, I wish there were a way to rate the restaurant at 2.5 stars.    I had both the shrimp cocktail and crab cake as an appetizer, and the duck tacos as an entre (suggested by my waitress).    The shrimp cocktail at Morel was a different spin on the dish; 4 boiled jumbo shrimp with a side of house made cocktail sauce. Unexpected, but fair.    The crab cake was slightly greasy but otherwise prepared well. They use a bountiful amount of crab with minimal filler and it was seasoned nicely.    My entre, however, left a lot to be desired. Eaten alone...the duck was inedible. So salty that I wondered if it was mistake.  The tacos are presented in the style of Mexican street tacos, topped with Watermelon radishes, avacado and a delightful sauce on a corn tortilla. Eaten as a taco, the rest of the unseasoned accompaniments blended decently enough.    As there was a bartender on duty, I asked my waitress if she could suggest a specialty cocktail beit regional favorite or house specialty. This was returned with an odd look and the response of ""he can pretty much make whatever you want""    Pretty easy to see where the 2 star review comes from. I suppose the extra half star would be for the decor. It's a beautifully decorated restaurant.",Blue Morel Restaurant and Wine Bar,2 Whippany Rd
25001,58,78,American,1,05/20/2016,Overpriced for no reason!  Had the brunch and the seafood was bad so I stopped eating it and as i walked out i found another quest stating that yesterday they had the same problem with the sea food.  And unfortunately this man was part of a party and they all got sick.  Now one day later I'm not feeling well.  The advertised price for the buffet was different than what i was charged.,Blue Morel Restaurant and Wine Bar,2 Whippany Rd
