id,review_no_per_rest,restaurant_id,restaurant_type,review_rating,review_date,review_body,restaurant_name,restaurant_address
26058,97,83,Italian,4,05/20/2019,"Attended a wedding rehearsal dinner last night and was very satisfied with appetizer course. Food was served family style and was plentiful and very tasty. Dinner choices were more than ample. Everything was well prepared and service was extraordinary. Wait staff was attentive and accurate. I don't know what the prices were, however I am guessing they were fair.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26059,98,83,Italian,5,05/19/2022,Excellent restaurant. Tasty and perfect cooking. Great  service. Comfortable ambiance.  I would go back thousand times.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26060,99,83,Italian,1,07/23/2022,"Made reservations, showed up on time . Was ignored and they told me they have many ppl in from of us . Then manager came back and said another 20 min wait . Obsoletely horrible service! Never going to attempt it again .",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26061,100,83,Italian,5,05/19/2022,"I've tried food at work catered by Vesuvio a few times and am really blown away by the fresh taste and quality. I had crispy pan sheet baked garlic bread; a mixed spring salad topped with chopped pistachios, nice chunks of fresh tomatoes, and a creamy ?ricotta cheese, drizzled with a reduced balsamic vinaigrette dressing; pasta primavera (large penne with garlic slices, zucchini, mushrooms, tender carrots and peas in a nicely seasoned sauce); nicely cooked tender chicken; and penne vodka. They also have this white cake which I regret not trying. I will make a point to dine in person at Vesuvio the next chance I get! Good Italian food!!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26062,101,83,Italian,5,09/21/2022,Its great I the food amazing the staff and service is 100% awesome I recommend to all my family and friends,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26063,102,83,Italian,5,06/23/2022,Food was amazing. Truly enjoyed everything I ordered. Baked clams was to die for! Would highly recommend!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26064,103,83,Italian,2,05/19/2021,"We ordered pizza and had it delivered sometime ago and we were disappointed. After staying away a long time we decided to give it another try. We ordered a half pepperoni and half sausage pizza and picked it up to save time. I was careful how I carried it but when I got it home ....what a mess. The sausage, which did not taste good, was on 3/4 of the pizza and the pepperoni was mostly piled on 2 slices. The dough was soggy from the watery sauce.  We ended up throwing it away and it wasn’t cheap. The chicken roll also looked sloped together. Take pride in the presentation and making the order to the customers request. Won’t go back. It would have been one star but the people are nice.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26065,104,83,Italian,1,05/19/2022,Bland and poor tasting food. Idk how its possible to have no flavor and bad flavor at the same time! Not authentic at all. Had pasta w oil and garlic and oregonata chicken for main. Mozz and tomato and calamari arrabbiata.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26066,105,83,Italian,5,05/19/2022,"Been eating here for 40 years, can't go wrong. Great for everything from a date night to a family dinner to a party to a slice. The espresso martini's are delish  …",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26067,106,83,Italian,1,05/19/2022,"Ordered the chicken marsala (with potatoes and that day's choice of vegetables-broccoli, zucchini, and carrots) for lunch for pick up and got food poisoning (I was sick immediately after). The store still uses foiled containers which could have been one factor and/or the preparation of the chicken/potatoes (how long it was out before being cooked/prepared-my money is on that one) being the other.  Horrible",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26068,107,83,Italian,5,05/19/2021,"I went to celebrate my sister and daughter's birthdays and the food was great! We had the Buffalo wings,  fried ravioli and baked clans for starters. The food ravioli was OK. Buffalo wings were my favorite! Ordered the lasagna [be sure to clarify whether you're ordering the lasagna pizza or regular lasagna cause that's also on the menu] and it was so delicious! They surprised my daughter and sister with a happy birthday song and tiramisu. They were so attentive and made the day so special! Staff wore masks at all times.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26069,108,83,Italian,5,11/20/2022,Real Italian food by wholesome Italian people. Upscale atmosphere. Solid prices.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26070,109,83,Italian,5,05/20/2019,Great food and great service! Servings sizes are huge! …,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26071,110,83,Italian,5,05/19/2022,Delicious food and very attentive staff. We had a great time celebrating my cousin's birthday.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26072,111,83,Italian,5,05/19/2021,"This place was amazing, right in the neighborhood, great selections, great drinks. it was my wife and son's birthday and they had a great time. food was delicious. we will definitely be returning here.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26073,112,83,Italian,5,05/19/2022,"Delicious, had a nice warm bowl if Minestrone soup on this chilly day. Hubby tried a Meatball Parmigiano sandwich, very tasty !! Delicious Seafood salad too",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26074,113,83,Italian,5,05/20/2017,Took my son there with 3 of his buddies and parents for his birthday and I would recommend it to anyone. The kids had fun building their own pizza and the adults enjoyed great appetizers and sangria. Friendly service and great food.  The owner was also very friendly and accommodating from the time I made the reservation and during our meal. We will definitely be back many times.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26075,114,83,Italian,5,05/19/2022,"I come to Vesuvio for dinner every once in awhile and I’m always pleasantly satisfied. Friendly service always, and good food. One of the very few Italian restaurants in bay ridge that’s actually run by Italians, always a warm welcome and goodbye when coming here. I highly recommend Vesuvio rather then any other bay ridge Italian restaurant",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26076,115,83,Italian,4,05/20/2019,A nice local pizzeria and restaurant. Been there several times on dates with my wife or to sit in a booth and enjoy some pizza with relatives. The restaurant is nicely decorated with good service and great food. The pizzeria portion is also very good with fast attentive service. They have a special event place in the back where I have been to on several occasions. The service there was excellent and fast. I also want to recommend their delivery service. Stays open later than anyone else I know and the food is great and delivered real fast. I have them on my fast dial as we really like their food and the quality of service is excellent.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26077,116,83,Italian,5,05/19/2021,Nicely spaced out during Covid-19.  Maybe this can stay as a choice in the Warm weather months from now on.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26078,117,83,Italian,5,05/19/2020,One of the best places in Bay Ridge to get Italian food for an average price. The food never disappoints! It's delicious and definitely worth it. The staff is literally the best to their customers; I wish all places had waiters and waitress like Vesuvios. My family and I love it here.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26079,118,83,Italian,5,05/19/2022,"The beauty of Vesuvios is that everyone who comes there is treated like family. The food is always amazing, which can be attributed to them having the same chefs for decades now. The service is always impeccable. They’re more than happy to accommodate almost all requests, and have a small but good wine list (get the Chianti). We’ve been coming here for many years now, and I just wanted to come back and update my review as we were very happy to see that all throughout Covid - nothing changed. Still amazing service, still delicious food. Still the same familiar faces. Still Vesuvios ",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26080,119,83,Italian,1,05/19/2021,I don’t know what happen to this place the food was sooooo good before.   The last few months has been awful and way less food in the containers.  If you to order a salad the lettece is discussing and brown and soaked with the dressing.  Were a family of 5 and we love to support our neighbors but like something in return which is good food.  We order at least 3 times a week if not more.  Called the manager and didn’t even apologize.   Im sure the owner is not pleased have known them since the father was around.  What a shame...,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26081,120,83,Italian,4,05/20/2019,"Pizza is quite plain and lacks flavor, although their ancillary take out items are quite good.  Prices are a bit higher than the competition as well.  Ambience is quite good, as it is one of the nicer places to sit down and have a slice.  Overall, pretty good but could be a bit cheaper.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26082,121,83,Italian,5,05/20/2017,Me and my girlfriend went here for after valentine's dinner. The place is very nice and clean as well. The food was awesome from start to finish. They give u plenty and depending on how hungry u are u will have food to take home. Dessert was good as well. Our server Milton was very nice as well. We definitely recommend this place and we definitely will be going back.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26083,122,83,Italian,5,05/19/2022,This is where my friends and I went to hang out after not seeing each other for over a year due to the pandemic. The employees were so kind and I got to catch up with two of my best friends. I will always have meaningful memories when I think of Vesuvio.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26084,123,83,Italian,4,05/19/2022,My first time at this restaurant  celebrating my birthday. The waiters were very welcoming and polite. The food was delicious ,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26085,124,83,Italian,5,05/19/2022,"Came for drinks and dessert... and the tiramisu blew me out of the water! Incredible taste. Drinks were also very good, cant wait to go back and try the food.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26086,125,83,Italian,5,05/20/2018,"While the food here is not the absolute best, it is a solid Italian joint with good pizza. The five stars are mostly for their unbelievable service. Everyone that works here seems genuinely happy and enthusiastic. It makes for an excellent night out with the family.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26087,126,83,Italian,3,05/20/2019,"The food was pretty good but I was not blown away by it.  The floors were very slippery from grease.  I slid a little, so did other patrons.  One older woman fell down and had a bloody nose.  The place is not cheap but not overly expensive either.  I would not go out of my way to eat here again.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26088,127,83,Italian,5,05/20/2018,The restaurant's food is excellent. I have no complaints. The waiters Freddie and Ryan were the most attentive and helpful waiters I have ever encountered. The floor was extremely slippery and these waiters helped me hand in hand and made sure I made it safe to my car.   It literally brought tears to my eye. Restaurant's service is #1. Will recommend to anyone.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26089,128,83,Italian,4,05/19/2022,We were looking for a place to eat in this area of Brooklyn we found Vesuvio delicious food good customer service and a very nice friendly hostess and waiter. I will definitely go back next time I'm in the area,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26090,129,83,Italian,5,05/19/2020,"Celebrated our 43rd Anniversary at a place that we always enjoy the food. Never disappoints us. Baked clams, shrimp cocktail,  chicken vesuvio, and salmon. Both served with roasted potatoes and vegetables. Delicious. Unfortunately, no room for desert or cappuccino. Next time. Wait staff always pleasant. Thank you for a nice night.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26091,130,83,Italian,4,05/20/2018,"Always a go-to place in Bay Ridge. The entire menu is good, with simple cooking and generous portion sizes. Helpful wait staff and a very pleasant atmosphere makes this a great place for dine-in although it is a long-time neighborhood staple for take-out or delivery. Really the only problem is the difficulty in finding a parking space! But find one you will (eventually) and the food will make your parking search worth your time.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26092,131,83,Italian,1,05/19/2022,I live in Maplecrest and I’m from nj. I used to love going  here. I ve given it a try with the new owner a couple of times. I actually feel sad with how it’s going downhill. It lacks a good head chef and the management just can’t get it right. Everything else will follow downhill in time. Many of the customers are leaving. It’s a shame. It’s seen better days.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26093,132,83,Italian,1,05/19/2022,"was promised 40 minutes, took almost 1 and a half hours. My pizza was cold. I never received the 2 liter of soda i purchased. My hero was cold and so was my penne vodka. The spumoni completely melted. There were no forks or knives. Im staying at a hotel and had to walk 3 blocks to a deli to purchase utensils just so I can eat my cold dinner. 6 Complementary dinner rolls with no butter or oil. I'll be giving the birds outside some dinner rolls. I just wasted 67 dollars for poor service. The fact that it's a Saturday night is no excuse.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26094,133,83,Italian,5,05/19/2022,Yummy pizza and they have Slush puppies. I am probably so high on sugar from my childhood memory slush puppy not as much a brain freeze conduit as slushies but just as much a memory lane trip. Pizza was good and so was the potato croquet. HappyTummy,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26095,134,83,Italian,5,05/20/2019,I was told by a local that this was  the place in Brooklyn to get pizza.. and I couldn't agree more!  I went back twice in my 4 day stay. The grandma slice is delicious and the service was very friendly! Bathrooms were clean and well maintained! They are  definitely worth visiting!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26096,135,83,Italian,5,05/19/2022,Great food!  Been eating here for over 20 years..  Recommend the square to start… its all good,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26097,136,83,Italian,5,05/20/2018,I've had a few gatherings here for family and friend events; some in the main dining area and some in their private party room. Their food is great. Service is great and their prices are comparable. The manager has helped me for years plan each event carefully and efficiently without any mishaps. I would highly recommend this restaurant.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26098,137,83,Italian,1,05/19/2021,"I’m not sure what happened tonight but this food was absolutely gross. Not edible whatsoever ever. The chicken was definitely days old and the sauce was tasteless. Although they did give a lot of food, it was not worth it. Maybe it’s because I ordered at 10:00pm on a Monday but that is no excuse.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26099,138,83,Italian,5,05/19/2020,"I LOVE the food here specially their Cold Seafood Salad is to die for (whoever makes it needs a raise) last time I had to order 2 to go all for myself. On another occasion I Came to have dinner with my bf, waited maybe 30mts to be seated (which is not bad, for every good place there's a wait) and the service was great, The guys are very friendly No complaints. I recommend this place!!!!!!!!!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26100,139,83,Italian,5,05/20/2017,Wow! Very nice place. We ordered starter fried zucchini and broccoli for table didn't expect plates to be that big. For main we ordered carbonara - it was amazing. And also very nice service very professional. We will definitely come back . Thank you!!!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26101,140,83,Italian,4,05/19/2021,"Service was pleasant but slow on a crowded Easter Sunday. Everything was very tasty - chicken rustica, tiramisu, coffee, house chablis, calamari, and lasagna. Unfortunately, the lasagna was totally cold in the middle. It hadn't just lost its heat: rather, it seemed to have been taken out of a fridge or freezer and insufficiently heated. I would go back, but would hope something like that doesn't happen again.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26102,141,83,Italian,5,05/20/2018,"The freshest seafood and pasta! Very polite and attentive servers and quite accommodating. Manager even walks around asking patrons about their meals. This is a place with that old school Italian restaurant feel! When you dine here, you're treated like family!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26103,142,83,Italian,5,05/20/2017,"I had an amazing dinner here a few nights ago. The service was excellent and the food blew me away. I expected standard Italian fair, but the dishes I received were so incredibly flavorful and well-constructed. They've got a great wine menu as well.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26104,143,83,Italian,4,05/20/2019,Fantastic pizza restaurant. Very clean. A welcoming staff. The Vesuvio slice is loaded with toppings. Garlic knots are very garlicky. Would highly recommend stopping in for a slice of you are in the area.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26105,144,83,Italian,3,10/21/2022,Had a couple of pizzas here and it wasn't really up to the mark. The calamari was alright.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26106,145,83,Italian,5,05/20/2019,Brings you back to a bygone era where an Italian Restaurant had decor reminiscent to older Italy. Food was delicious. Wait service was impeccable and the wine temperature was perfect. My recommendation is to feast here for rarely would you find Italian food prepared in a formal and time honored European tradition.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26107,146,83,Italian,5,05/19/2021,Love coming here for my fettuccine carbonara and the cold antipasto lets not forget my dirty Martini's. Unfortunately I was starving forgot to take pictures.The services is nice and friendly. The host is exceptionally charming...,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26108,147,83,Italian,1,05/20/2019,The pasta dish with shrimp in creamy sauce with peas very disappointing. The peas were either from a can or frozen not fresh. Sauce was gooey. My friends dish had garlic from a jar. Frozen Spinach was used. Salmon okay. Wine awful. Service was slow.Also staff not nice to older people. Crowded. Unpleasant atmosphere. This place is a fire hazard waiting to happen with tables everywhere and difficult paths to get through especially with walkers and wheelchairs.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26109,148,83,Italian,2,05/20/2019,65 years old this pizza parlor was one of the best I Bay Ridge. Not anymore. Inconsistent quality with oily Pizza. All the food is basically mediocre. Yet it has a nice space and is generally comfortable. Yet for comfort you can go elsewhere. After my last visit to Vesuvio's I would say that it is ready to retire. Perhaps it did already go to other management. The quality of this restaurant has pretty much gone down drastically over the past year or so.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26110,149,83,Italian,3,05/19/2020,"Waited a half hour to be seated followed by slow service. Took at least 10 minutes for someone to ask if we would like drinks, then had to flag them down to ask for bread for the table. 2 out of our party of 4 enjoyed our food. My pasta came without the MEATBALLS. My wife's salmon was cold. I asked ahead for a side order of calamari. Got it home and reheated it in my oven...Disappointed is an understatement.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26111,150,83,Italian,3,07/23/2022,I ordered delivery. The delivery was 35 minutes late.  The food was ice cold. The food delivered was wrong. And hour later they delivered the correct order,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26112,151,83,Italian,5,05/19/2022,"Amazing food. No parking. Manager is great, fun , wait staff very attentive. Very italian authentic tasting food. Love this place",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26113,152,83,Italian,5,05/19/2022,"I was very surprised by the amount of seafood/meat they put in all of our pasta dishes, very generous and at a price you can’t beat. Everything was delicious.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26114,153,83,Italian,5,05/20/2019,Came here for my last dinner while in New York and it was absolutely wonderful! Food was awesome and the hospitality was 100x better! Really welcoming and attentive staff. Will definitely come back next time I’m in town :),Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26115,154,83,Italian,5,05/20/2019,"Extremely attentive. Arrived with a large party of 18 with no reservation (on a weekday evening) and they were able to accommodate us. Great pizza, wine and service. I recommend this place.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26116,155,83,Italian,5,05/19/2022,"Excellent food (pulpo, skirt steak, and sole), wine nice without breaking the bank, friendly and courteous service, portions good, and vibe is warm neighborhood feel.  We'll be back for sure.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26117,156,83,Italian,5,05/20/2019,"Probably the best pizzeria on the planet. Definitely a culinary treasure for Bay Ridge.    Amazing menu for dining complemented by all you'd expect from a Brooklyn pizza place, done to perfection: slices, spinach rolls etc.    They treat regulars like family and are usually open until midnight -- amazing.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26118,157,83,Italian,3,05/19/2020,Great food. Would have gotten a 5 stars ratings if the staff didn't touch food right after touching money. In a flu season the last thing you want is spread germs.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26119,158,83,Italian,5,05/19/2021,"Wonder place to eat, great nostalgia and presentation with food and waiters and waitresses. Price point of food is fairly reasonable it is a great place for a nice first date, family, or get together with friends.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26120,159,83,Italian,5,11/20/2022,Great Italian food and pizza. Nice dinningroom,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26121,160,83,Italian,3,05/19/2020,"Food/service great, but cost extra cost to substitute pasta in entree cost them an extra $5 as my wife picked a less expensive meal rather than pay #$2 to substitute.  She stated she will prefer a restaurant that allows substituion at no cost in future",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26122,161,83,Italian,5,07/23/2022,"Open late (midnight) everyday, GREAT pizza and friendly owner who's always there. I've been coming here since the early 90s and have never been disappointed. A home run!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26123,162,83,Italian,5,05/20/2018,Vesuvio is a lovely and unpretentious restaurant. The servers are warm and wonderful. The food is always excellent. You can see they take pride in their cooking. Fresh and flavorful ingredients. It also feels like home. Bravo!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26124,163,83,Italian,5,05/20/2018,"I love this place! Me and my family been going here since we lived in brooklyn, now we reside in nj and still come in just to eat here. The food is excellant, the service is outstanding and the prices are on point! I can go on and on about the food, I have not had a bad dish there yet! Pizza is grest also for a quick bite to eat, but the dinners are well worth sitting down to enjoy. The house wine merlot is also great amd does the job for the price. Buy the full craft of it, cheaper than the bottles but on the flip side the bottles are priced well also. The owners and staff make you feel at home if your a 1st time customer or a regular there. Back room available for parties amd events which I have also booked and attended, and again nothing but the best service. I have never had a bad experiance here on a packed to house night or a regular night on any day!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26125,164,83,Italian,5,05/20/2017,The food is amazing.  The portions are enormous.  You must try the fries!!!! The staff is amazingly friendly. Everything is reasonably priced.  Perfect all the way around for a casual family dinner,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26126,165,83,Italian,2,05/20/2019,Food was under flavored. Needed some love. Salt and pepper the very basics it lacked. They sat us up front cause it was busy but the waiter was very overwhelmed with the column of people and couldn't handle the extra table.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26127,166,83,Italian,5,05/19/2020,Great food and better service. Always a friendly experience. Price is reasonable and an excellent traditional Italian food menu. We especially like the catering provided for our home parties.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26128,168,83,Italian,5,05/19/2022,Great pizza! Friendly and accomadating owner and staff! Late night hours! A neighborhood staple for decades! LOVE this place!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26129,169,83,Italian,1,05/19/2022,The food was so horrible the waitress was so rude and he wasn’t happy to be at work and it took 1:30 minutes to get our food and at the end the food is disgusting never again you guys embarrassed me infront of my date smh  …,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26130,170,83,Italian,5,05/20/2019,Great for a slice or great for a nice dinner. They have a really good Sicilian slice and their Italian ices are the best around here. Good menu items and good portions. The staff always go above and beyond as well.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26131,171,83,Italian,4,05/20/2018,On Saturday we reserved the Private Party Room to celebrate my brother's 60th Birthday.  The day of our event we were treated like we were part of the family. The services was outstanding from the beginning till the end. Our party guest was so happy with how we were accommodated. The food was delicious and we thank the owner Mr. Guisseppe and his staff for a such memorial night.  I highly recommend all to visit Vesuvio and if you are looking for a private room to have a special occasion this is where you want to go.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26132,172,83,Italian,5,05/20/2018,"Oh, how my family loves this place! Over the years they have maintained the excellent quality they are known for. We journey back to Brooklyn on a regular basis to eat here and when family is in town from out of state it is always at the top of the list to go to.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26133,173,83,Italian,4,05/21/2015,"Great menu variety, classic Italian favorites. Excellent pizza, with all the toppings you could want. Fresh salads, tasty deserts. Formal dining with appropriate decor. Very convenient and responsive delivery.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26134,174,83,Italian,4,05/19/2022,Great service and food here. Ton of room indoor and outside. Clean place and quick delivery.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26135,175,83,Italian,5,05/19/2020,Great local spot for Italian cuisine.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26136,176,83,Italian,2,05/20/2019,Food was ok. But lack of children's menu makes this not a kid friendly place. No child's portion of pasta option meant my 5 year old was charged 12$ for pasta and butter of which she ate only a third.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26137,177,83,Italian,5,05/20/2017,"Found this spot while shopping on 86th Street. Decided to try it and fell in love with their dishes. Reasonable prices, good portions, casual setting. Staff very attentive and responsive. It certainly became one of our favorite spots for Italian food. Thank you guys!!!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26138,178,83,Italian,3,05/19/2021,"The food was very good, the owner was extremely nice, thank you, but the service was so rush rush, that makes us very uncomfortable and there were no customers waiting.  We are coming back for sure.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26139,179,83,Italian,3,05/19/2022,"Delicious food, service was a little slow but I'll come back cause my gnocchi with vodka sauce was to die for",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26140,180,83,Italian,5,03/20/2023,Hot antipasto for 2 is a must!!!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26141,181,83,Italian,5,05/19/2022,The food was so good I literally ate every little piece. I had the shrimp francese and it had many shrimp on it. So delicious,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26142,182,83,Italian,5,05/19/2020,"Yes, Great Pizza, Great Seafood Platter. Nice warm bread with butter and ice water with lemon brought to your table by friendly, fast and fun waiting staff. My friends and I , have been meeting  up at Vesuvio, usually on tuesday, after playing Basketball, for many years now. Enjoy.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26143,183,83,Italian,5,05/19/2022,A choice 4 everybody good portions reasonable prices family like environment parking isn't terrible either .,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26144,184,83,Italian,5,05/19/2022,"Excellent food, nice atmosphere, nice waiter.  Would definitely eat there again!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26145,185,83,Italian,5,05/20/2018,"Chose this restaurant at the very last minute for my 8th anniversary during a gym session and could not be happier with the outcome! I left the gym, bought some flowers and left them with one of the waiters to surprise my wife. The young gentleman quickly approached to receive me as I walked in and was very polite, professional, courteous, attentive, just a pleasure to deal with despite my gym attire.  Food was incredible, customer service pleasurable as well as the ambient.  It was a beautiful moment when the flowers were delivered and this restaurant will be forever marked in our lives. My wife had no idea, she thought I had forgotten about the date. :')  I did not catch any names but thank you all!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26146,186,83,Italian,5,05/20/2018,Great family restaurant. Food was delicious and the service top notch. They have a big party room in the back if you want to host a private event. Whether you coming in for a quick bite or for dinner you won’t be disappointed.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26147,187,83,Italian,3,05/20/2019,"Food was great, but the service was just ok. I was very disappointed that they wanted to charge me for a fountain soda refill after ordering a large pepperoni pizza to eat in and 2 more to go. The food prices were decent, but that really cheapens the experience.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26148,188,83,Italian,4,05/20/2019,"Food is excellent and the place is nice, but don't be surprised if you make a reservation on a major holiday like this past mother's day and they're overbooked and you're left waiting on line with other patrons with the same reservation over an hour for a table!! Would've been nice to be compensated with a free or even discounted desert at least.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26149,189,83,Italian,5,05/19/2020,Very high services tasty food  I love it …,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26150,190,83,Italian,5,05/19/2022,Always love the atmosphere. Valentines dinner was great! Definitely recommend.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26151,191,83,Italian,5,05/20/2018,"April 27 ,2018  I just had my sister's bridal shower and I must say I am over joyed with happiness of how smooth everything went .The staff and Jessippie went above  and beyond for us. Truly a wonderful  place .Very professional staff and food was great. I would diffentaly recommend  this place.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26152,192,83,Italian,5,05/20/2016,Been going since I was a kid in the 70. Nice place to bring the family and friends. The food is awesome. Prices are reasonable. Can't ask for a better place to eat.,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26153,193,83,Italian,5,05/19/2021,"Excellent food and service, it gets crowded so I usually go during off hours. The pizza is my favorite and they also have great appetizers.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26154,194,83,Italian,3,05/20/2018,"Having ordered from here multiple times before I am disappointed to have to write a bad review. I ordered a Caprino salad on Monday at 7:37 and waited an hour and 30 minutes for it to be delivered. When I called back the girl who answered told me it was out being delivered. I called back a half hour after and asked to have some type of discount added to my order for having to wait so long, and was placed on the phone with the manager.... WHO DID NOTHING but tell me that things happen and they were short staffed. If I was informed earlier that they were short handed with drivers I would have understood, or not ordered. Unsatisfactory customer service on their behalf.",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26155,195,83,Italian,5,01/19/2023,The vodka sauce is one of a kind,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26156,196,83,Italian,5,05/19/2020,Vesuvio is my family’s go to favorite italian restaurant because of its delicious and freshly made dishes from start to end. The waiter staff is excellent and friendly. I look forward to many more delicious meals at Vesuvio!,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26157,198,83,Italian,5,05/20/2017,"Nice, quiet, clean restaurant which fits in perfectly with the ""Bay Ridge"" vibe! Food was very good, served timely and plenty of ambiance for a cozy get together with friends and family. You can't go wrong dining here!",Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26158,199,83,Italian,5,05/19/2021,Our dinner was absolutely delicious.  The service was outstanding & the place was so delightful.. definitely recommend her this place..,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
26159,200,83,Italian,5,11/20/2022,Everything is good the food and the service,Vesuvio Restaurant & Pizzeria,7305 3rd Ave
